Album,Song,Lyrics
Music Of The Sun,There's A Thug In My Life,"Gotta keep it on the down low
I'll never let my mama know
Only call him on my cell phone, only see him after dark
I met him on the 6 train, just the way he said my name
The brotha had a lot a game, had me open from the start
He scoops me up in his ride, Friday about a quarter to 9
So fly and so fine, and I'm so glad that he's all mine
[Hook] There's a thug in my life, how'ma gonna tell my mama
She gonna say it ain't right, but he's so good to me
There's a thug in my life, and its gonna cause crazy drama
I'm gonna see him tonight, I'm gonna give him everything
I know his crew is kinda shady
Sometimes it gets kinda crazy
But he treats me like a lady, gives me everything I need
I don't care who's hating on me, 'cause every night he's waiting on me
He's got mad personality, a side they never see
My friends tell me to slow down, but everytime that he's around
My heart's on lock down, I feel love and I'm so proud
[Hook]
There's a thug in my life, how'ma gonna tell my mama
She gonna say it ain't right, but he's so good to me
There's a thug in my life, and its gonna cause crazy drama
I'm gonna see him tonight, I'm gonna give him everything
[Rap]
T-H-U-G in ya life baby
One in a million thats what you are to me
And I know your friends say I'm rough
But I still got that tender touch just to make u giggle and blush
But ya mom does not approve of us
She needs to be a lot more understanding
'Cause all I have for you is thug loving and loving thats all I'm giving
[Bridge]
Mama, don't worry, I'm not in a hurry
I wont disappoint you, I wont make you sorry
He's the one for me (He's all I ever need)
We'll be together from now till forever
I know its the real thing, if you don't whatever
And I know its meant to be
[Hook]
There's a thug in my life, how'ma gonna tell my mama
She gonna say it ain't right, but he's so good to me
There's a thug in my life, and its gonna cause crazy drama
I'm gonna see him tonight, I'm gonna give him everything
[Bridge]
Mama, don't worry, I'm not in a hurry
I wont disappoint you, I wont make you sorry"
Music Of The Sun,Now I Know,"[Verse 1:]
Took a chance, roll the dice of me and you
Opened up, let you in my world
Like a dance, started slow and then love took control
Swept away, so proud to be your girl
When you write a story much to fast
Sometimes a happy ending doesn’t last
[Chorus:]
Now I know that love ain’t meant to be a play thing
Now I know it’s not an ordinary everyday thing
Now I know that when it's right it's so amazing
When it’s wrong you gotta let it go
Now I know
Now I know
[Verse 2:]
Remember when, we said our love would last forever
But then again, how are we to know
There come a time, that love will change like stormy weather
A sunny day will suddenly turn cold
Time will teach you all you need to learn
But there’ll always be a first time you get burned
[Chorus:]
Now I know that love ain’t meant to be a play thing
Now I know it’s not an ordinary everyday thing
Now I know that when it's right it's so amazing
When it’s wrong you gotta let it go
Now I know
Now I know
[Hook:]
I don’t regret a single day
Joy and pain along the way
A broken heart’s the price we pay
As sad as it may seem
Baby can’t you see
It’s the way it’s gotta be
[Chorus:]
Now I know that love ain’t meant to be a play thing
Now I know it’s not an ordinary everyday thing
Now I know that when it's right it's so amazing
When it’s wrong you gotta let it go
Now I know
Now I know
Yeah
Now I know
I know"
A Girl Like Me,S.O.S. (Rescue Me),"[Intro]
Lalala lalala la la lala la Ohhh
You know... I never felt like this before
Lalala lalala la la lala la Ohhh
Feels like.. so real
[Verse 1]
I'm obsessive when just one thought of you comes up
And I'm aggressive just one thought of close enough
You got me stressing, incessantly pressing the issue
'Cause every moment gone you know I miss you
I'm the question and you're of course the answer
Just hold me close boy 'cause I'm your tiny dancer
You make me shaken up, never mistaken
But I can't control myself, got me calling out for help
[Chorus:]
S.O.S. please someone help me.
It's not healthy... for me to feel this way
Y.O.U. are making this hard,
I can't take it, see it don't feel right
S.O.S. please someone help me
It's not healthy... for me to feel this way
Y.O.U. are making this hard
You got me tossin' and turnin' and can't sleep at night
[Bridge:]
This time please someone come and rescue me
'Cause you on my mind it's got me losing it
I'm lost, you got me lookin' for the rest of me
Love is testing me but still I'm losing it
This time please someone come and rescue me
'Cause you on my mind, it's got me losing it
I'm lost, you got me looking for the rest of me,
Got the best of me, so now I'm losing it
[Verse 2]
Just your presence and I second guess my sanity
Yes it's a lesson, it's unfair, you stole my vanity
My tummy's up in knots so when I see you I get so hot
My common sense is out the door, can't seem to find the lock
Take on me (uh huh) you know inside you feel it right
[CD version:] Take me on I'm put desire up in your arms tonight
[Video version:] Take me on, I could just die up in your arms tonight.
I'm out with you, you got me head over heels
Boy you keep me hanging on the way you make me feel
[Chorus:]
S.O.S. please someone help me.
It's not healthy... for me to feel this way
Y.O.U. are making (Y.O.U.) this hard,
You got me tossin' and turnin' and can't sleep at night
[Bridge:]
This time please someone come and rescue me
'Cause you on my mind, it's got me losing it ('Cause you on my mind)
I'm lost, you got me lookin' for the rest of me
Love is testing me but still I'm losing it
This time please someone come and rescue me (someone come and rescue me)
'Cause you on my mind got me losing it
I'm lost, you got me looking for the rest of me,
Got the best of me, so now I'm losing it
Boy, you know you got me feeling open
And boy, your loves enough with words unspoken
I said boy I'm telling you, you got me open
I don't know what to do it's true
I'm going crazy over you,
I'm begging
[Chorus:]
S.O.S. please somebody help me.
It's not healthy... for me to feel this way
Y.O.U. are making this hard (are you making this hard for me, baby?),
You got me tossin' and turnin' and can't sleep at night
[Bridge:]
This time please someone come and rescue me (someone rescue me)
'Cause you on my mind, it's got me losing it
I'm lost, you got me lookin' for the rest of me
Love is testing me but still I'm losing it
This time please someone come and rescue me
'Cause you on my mind got me losing it ('cause any time)
I'm lost you, got me looking for the rest of me,
Got the best of me (best of me), I'm losing it
[Outro]
Lala lala lala lala Ohhh
Ohh ohh lala lala lala lala
Oh oh"
A Girl Like Me,Kisses Don't Lie,"Kisses don't
No they don't
Never don't lie
You can run if you want but you cant hide
Telling you its the truth don't you ask why
Kisses don't
No they don't
Kisses don't lie
[Verse 1:]
Emotions come and go
Who knows how the wind will blow?
There so little in this world to trust in
Seduce themselves with lies
Some don't realize
They call it love but its really only lusting
[Refrain:]
So you see you and me
We're getting close to the danger zone
Show me how tell me now
Should I stay or should I go
Cause I'm caught between yes and no
[Hook:]
Cause when you kiss me
I feel everything that I been missing
I try to slow down but my heart wont listen
And its tearing me all up inside
And when you touch me
I feel a rush but I'm afraid that it might crush me
Should I put my trust in something I don't trust in
I try to run but theres no place to hide
Cause baby kisses don't lie
Kisses don't
No they don't
Never don't lie
You can run if you want but you cant hide
Telling you its the truth don't you ask why
Kisses don't
No they don't
Kisses don't lie
[Verse 2:]
You whisper in my ear
But are your words sincere
Cause pretty words can cut just like a knife
You see I'm nobody's fool
I play by my own rules
So please think twice before you step into my life
[Refrain:]
So you see you and me
We're getting close to the danger zone
Show me how tell me now
Should I stay or should I go
Cause I'm caught between yes and no
[Hook x2]
[Refrain]
[Hook]
"
A Girl Like Me,Unfaithful,"Story of my life
Searching for the right
But it keeps avoiding me
Sorrow in my soul
'Cause it seems that wrong
Really loves my company
He's more than a man
And this is more than love
The reason that the sky is blue
The clouds are rolling in
Because I'm gone again
And to him I just can't be true
And I know that he knows I'm unfaithful
And it kills him inside
To know that I am happy with some other guy
I can see him dying
I don't wanna do this anymore
I don't wanna be the reason why
Every time I walk out the door
I see him die a little more inside
I don't wanna hurt him anymore
I don't wanna take away his life
I don't wanna be...
A murderer
I feel it in the air
As I'm doing my hair
Preparing for another date
A kiss upon my cheek
As he reluctantly
Asks if I'm gonna be out late
I say I won't be long
Just hanging with the girls
A lie I didn't have to tell
Because we both know
Where I'm about to go
And we know it very well
'Cause I know that he knows I'm unfaithful
And it kills him inside
To know that I am happy with some other guy
I can see him dying
I don't wanna do this anymore
I don't wanna be the reason why
Every time I walk out the door
I see him die a little more inside
I don't wanna hurt him anymore
I don't wanna take away his life
I don't wanna be...
A murderer
Our love, his trust
I might as well take a gun and put it to his head
Get it over with
I don't wanna do this
Anymore
Whoa, oh.
Anymore (anymore)
I don't wanna do this anymore
I don't wanna be the reason why
And every time I walk out the door
I see him die a little more inside
And I don't wanna hurt him anymore
I don't wanna take away his life
I don't wanna be...
A murderer (a murderer)
No, no, no
Yeah, yeah, yeah"
A Girl Like Me,We Ride,"[Chorus:]
Ride when we ride we ride
It's 'til the day that we die
When we ride we ride
It's 'til the day that we die
[Verse 1]
It's real late
'Bout a quarter to 1
I'm thinking about everything we've become
And I hate it
I thought we could make it
But I'm ready to dead this
Just wanna forget about it
I saw her pictures
And the letters she sent
You had me thinking
You were out we your friends
I'm so foolish
Play me like I'm stupid
'Cause I thought it was just you and I (oh)
[Hook:]
Now I look back on the time
That we spent and
I see it in my mind
Playing over and over again
'Cause boy right now
You got me breaking down
And I just can't figure out why
But this is what you say
[Chorus x2]
[Verse 2]
Visions in my mind
Of the day that we met
You showed me things
That I'll never forget
Took me swimming
In the ocean
You had my head up in the clouds
Made me feel like I'm floating (yeah)
You think I'm playing
When you know it's the truth
Nobody else can do it
Quite like I do
All my kisses
And my loving
But ain't nobody
Better than us
[Hook]
[Chorus x2]
[Verse 3]
I guess it's over
Indefinitely
But you and I know
It's not that easy
To let go
Of everything (everything) that we planned
And start all over again
Just blame yourself cause you blew it
I won't forget how you do it
Sweet baby
This is where the game ends now
Somehow wanna believe you and me
We can figure it out
[Chorus]
You finna make me say boy
I wish that you come hold me
When I'm lonely
When I need someone to talk to
You would phone me
Just like everything you told me
(when we ride we ride it's 'til the day that we die)
Boy you forgot about the promises
You made me
And now we'll let the memories
Just fade away
But I remember
What you used to say
(when we ride we ride it's 'til the day that we die)
[Chorus x2]
We ride
"
A Girl Like Me,Dem Haters,"[Verse 1:]
I'm not concerned with people 
Who prey on the wealth of their fellow man (oh yea)
Cause they only want to know you, enroll you
Only for the things ya had
I just think its so sad
[Hook:]
Get dem haters out your circle 
Smile in your face but all they wanna do is bring ya down 
See them try to mess to hurt you
And work you
Anything to bring ya down
[Verse 2:]
They keep evil thoughts in their hearts (what you dont know)
You can't let them knock your hustle
Not letting them know how much you struggle
They turn green with envy when your on top
And dem heart is full with strife
Their by gonna try to take your life
[Hook:]
[Bridge:]
Ya know they talk about ya and they tell the lies
Dont be fooled u betta recognize
They not there for you
They dont care for you
Trust me cuz i know its true
Ya see they smile in your face and make ya think they down
Then they turn against you when your not around
Its just jealousy and dishonesty
So hold on to your sanity
[Hook]
"
A Girl Like Me,Final Goodbye,"[Verse 1]
I never should of waited so long to say
What I've always known since the very first day
Thought that you would stay forever with me
But the time has come to leave
[Chorus]
Before we turn out the lights and close our eyes
I'll tell you a secret I've held all my life
Its you that I live for, and for you I die
So I'll Lay here with you 'til the final goodbye
[Verse 2]
Hold, draw me close, close to my lips
Listen intently as I tell you this
Outside the world wages its wars,
I'll rest in peace as long as you know
[Chorus]
Before we turn out the lights and close our eyes
I'll tell you a secret I've held all my life
Its you that I live for, and for you I die
So I'll Lay here with you 'til the final goodbye
[Bridge]
Promise you our love will carry on
Until you turn eternal, we belong
[Chorus:]
Before we turn out the lights and close our eyes
I'll tell you a secret I've held all my life
It's you that I live for, and for you I die
So I'll lay here with you till the final goodbye
His respectful lips for the last time
And spell out the lyrics to love in the sky
Its you that I live for and for you I die
So I'll lay here with you till the final goodbye
Goodbye
"
A Girl Like Me,Break It Off,"[Sean Paul]
Break It Off
Breakin it off
And settin it off in da real way
Makin da girls dem chill dey mind
Makin dem have a good time
Ya man
SPZ long side RiRi
Come down now Rihanna
Tek it to dem Tek it to dem girl
[Refrain]
Break it off boy
Cuz ya got me feelin naughty
I wanna know boy
If I could be ya shawty (most definitely)
Set if off boy
And make me hot all ova my body
(Break it off, take it off, miss take it off) (Break it off tonight) (Yo)
Break it off boy
Cuz ya got me feelin naughty
I wanna know boy
If I could be ya shawty (yo, yo)
Set it Off boy (yeah, yeah)
Make me hot all ova my body
Break it off tonight (yo)
[Verse 1]
Struggle and pain wha she fell all de while
And she want a good man to give her de style
Wild child
So she dere pon me file
It's a long time now me wha plow de sile
Plow de sile meh car run run like de nile
And de most energy meh whan gi her tonight
Give her tonight
Gan make she feel right
Make she fly like a kite that reach a new height
Ah we give it to de gyal dem
Make dem reel up and bawl
And make dem start call
Anytime she want it back she ha fi call Dutty Paul
Admittin it on de spot I know de real Sean Paul
When de traits so great
Cuz she feelin top up and tall wat de ting say
[Refrain]
Break it off boy (immediate if not before)
Cuz ya got me feelin naughty
I wanna know boy
If I could be ya shawty (pumba)
Set if off boy
And make me hot all ova my body
(Break it off, take it off, yo miss take it off) (Break it off tonight) (Yo)
Break it off boy
Cuz ya got me feelin naughty
I wanna know boy
If I could be ya shawty (yo, yo)
Set it Off boy (yeah, yeah, yo yo, yo a yo, RiRi, SPZ)
Make me hot all ova my body
Break it off tonight (yo, yo)
[Verse 2]
No doubt
Gyal u shoulda know SP and a scout(?)
Naughty sweat so shout(?)
Make ya bawl out (shout)
Make ya holla me gah give affection in your direction
We go all out
Gyal, just follow we if ya love energy
If ya whan pedigree
Cruise like Penelope
Make a see yuh just bounce wit de Dutty Lee
We keep givin you de Q to de U to de A (yea) to de L to de I to de T to de Y
Girl I got to try (try)
Take yuh booty make you reach to de S.K.Y.
Woman I got to say (say)
Da way u move is makin me hype
Girl cuh yuh know say yuh S to de E to de X to de Y (Pumba Pumba)
[Refrain]
Break it off boy
Cuz ya got me feelin naughty
I wanna know boy
If I could be ya shawty (sexiness)
Set it off boy
Make me hot all ova my body (yo, yah go yo, no doubt)
Break it off tonight (yo RiRi)
Break it off boy
Cuz ya got me feelin naughty
I wanna know boy
If I could be ya shawty (Blaze up on no rain no stress)
Set it off boy
Make me hot all ova my body
Break it off tonight (yea, yo, ya yo)
[Rihanna]
Boy (Uh huh)
The way you push up on me I
Whan get da roughest wine I dun know ya like (ay, yo, ay)
Fuh sho we gonna break it off tonight (yoga macchugga uh)
Ooooo boy
We really shouldn't waste no time (sing it)
Come let me back up on ya dancehall's tight (bring it)
And I'm hopin baby u don't mind
Cuz I really wanna break it off tonight (instantaneous)
[Refrain]
Break it off boy
Cuz ya got me feelin naughty (ay)
I wanna know boy
If I could be ya shawty
Set it off boy
Make me hot all ova my body (baby girl, yo, baby girl)
Break it off tonight (yo give it up give it up sen on)
Break it off boy
Cuz ya got me feelin naughty (yo)
I wanna know boy
If I could be ya shawty
Set it off boy
Make me hot all ova my body
Break it off tonight
"
A Girl Like Me,Crazy Little Thing Called Love,"Ooh Yeah
Yeah yea
[Verse 1]
When you stand so close to me
I'm feeling butterflies
Is this the way that it supposed to be
When I look into your eyes
All you have to do is say my name
Just a stutter more like butter
Since I met you boy my whole worlds changed
I can't hide this or deny this
[Chorus]
Boy you got me catching feelings
Got me thinking maybe you're the one
I didn't understand the reason
That my heart was beating like a drum
I didn't understand the meaning
Then you opened up my eyes to
A crazy little thing called love
(A crazy little thing called love)
A crazy little thing called love
whoa ho yeah
[Verse 2]
My best friends tell me Rihanna
what's got into you
I say LeAndra I can't explain
These feelings I'm going through
Tell me girl it's not like you to fall this way
I try my best to wear a disguise
But it's written on my face
[Chorus]
[J-Status]
Yeah
It's crazy It's amazing
It's the loving that you feeling
Put a tingle in your body every time you want a healing
Hey Rihanna
Baby girl for you missing the song yeah
So tell the DJ put the pon de replay
If you wanna
Come on my bajun baby
Let me take to Jamaica
And introduce you to the real thing
For the loving where you are
So baby you're my number 1 not number 2
So if its loving that you want
Baby you should make me your boo
[Chorus]
[Bridge]
Don't understand the meaning
This means crazy baby
I try my best not to show
But you know its so crazy baby
Crazy little thing called love
A crazy little thing called love
(A crazy little thing called love)
Whoa Yea"
A Girl Like Me,Selfish Girl,"[Verse 1]
Baby boy what you done to me
I saw you smiling suddenly
I can't get you out my mind
I got it bad boy I can't lie
I want your time and your full attention
I wanna to talk to you and not to mention good love that you give to me I think about it constantly no I
won't apologize for feeling like I do it's just the simple facts of life I'm crazy over you
[Chorus]
I'm a selfish girl when it comes to you every minute of the day I'm addicted to what your giving me boy
it's killing me when it comes to love I'm not trying share you might think I'm greedy but I just don't care
I need you in my world cause I'm a selfish girl
[Verse 2]
I understand that you got your crew but I've got something in mind for you make you lose all track of
time guaranteed to blow your mind I don't care what anybody got to say maybe they never had it quite this
way let them talk and criticize they all need to recognize They might see I'm a bit extreme to need you
night and day but what I feel can't be concealed there ain't no other way
[Chorus]
I'm a selfish girl when it comes to you every minute of the day I'm addicted to what your giving me boy
it's killing me when it comes to love I'm not trying share you might think I'm greedy but I just don't care
I need you in my world cause I'm a selfish girl
[Bridge]
Boy you got me tripping
I didn't know what I was missing
This is crazy (crazy)
So amazing (so amazing)
I didn't mean to be demanding but I hope your understanding
I'm not playing boy (I'm not playing boy)
I'm just saying boy
They might see I'm a bit extreme to need you night and day but what I feel can't be concealed there ain't
no other way
[Bridge and fade]
"
A Girl Like Me,P.S. (I'm Still Not Over You),"[verse 1]
Whats up?
I know we haven't spoken for a while
But I was thinkin bout you
And it kinda made me smile
So many things to say
And I'll put em in a letter
Thought it might be easier
The words might come out better
How's your mother, how's your little brother?
Does he still look just like you?
So many things I wanna know the answers to
Wish I could press rewind
And rewrite every line
To the story of me and you
[chorus]
Don't you know I've tried and I've tried
To get you out my mind
But it don't get no better
As each day goes by
And I'm lost and confused
I've got nothin to lose
Hope to hear from you soon
P.S. I'm still not over you
Still not over you
[verse 2]
Excuse me, I really didn't mean to ramble on
But there's a lot of feelings that remain since you've been gone
I guess you thought that I would put it all behind me
But it seems there's always somethin right there to remind me
Like a silly joke, or somethin on the t.v.
Boy it aint easy
When I hear our song
I get that same old feeling
Wish I could press rewind
Turn back the hands of time
And I shouldn't be telling you
[chorus]
Don't you know I've tried and I've tried
To get you out my mind
But it don't get no better
As each day goes by
And I'm lost and confused
I've got nothin to lose
Hope to hear from you soon
P.S. I'm still not over you
Still not over you
Did you know I kept all of your pictures
Don't have the strength to part with them yet
Oh no....
Tried to erase the way your kisses taste
But some things a girl can never forget
[chorus]
Don't you know I've tried and I've tried
To get you out my mind
But it don't get no better
As each day goes by
And I'm lost and confused
I've got nothin to lose
Hope to hear from you soon
P.S. I'm still not over you
Still not over you
"
A Girl Like Me,A Girl Like Me,"Some girls play the game
They all walk and talk
And they dress the same
Nothin' New To Say
Don't they realize
That it's so easy to see
Right though there disguise
Makes me wonder why
When the whole worlds turnin left
It's when I'm goin right
I need someone to let me be
Just who I am inside
`Cause a girl like me
Is just a lil' different from all the rest
And a girl likes me
Never gonna settle for Second Best
Could it be a boy like you
That would give me anything
If I asked him to
To take all my dreams
And Make them true
Show me all the reasons that you
Ought to be with a girl like me
Just like me
Possibility
Got me trippin'
Thinkin' of what could be
Between you and me
Still I need to know
Should I keep this feelin'
Or let it go
I can't wait no more
So now's the time
To speak your mind
And Show me what you feel
So tell me if you
Want to take a chance
On something real
`Cause a girl like me
Is just a lil' different from all the rest
And a girl likes me
Never gonna settle for Second Best
Could it be a boy like you
That would give me anything
If I asked him to
To take all my dreams
And Make them true
Show me all the reasons that you
Ought to be with a girl like me
Just like me
Mirror Mirror on the wall
Catch me now before I fall
I wish I may, I wish I might
Find the Answer here tonight
Mirror Mirror on the wall
Catch me now before I fall
I wish I may, I wish I might
Find the Answer here tonight
When the whole world's turnin left
It's when I'm going right
I need someone to let me be
Just who I am inside
`Cause a girl like me
Is just a lil' different from all the rest
And a girl likes me
Never gonna settle for Second Best
Could it be a boy like you
That would give me anything
If I asked him to
To take all my dreams
And Make them true
Show me all the reasons that you
Ought to be with a girl like me
Just like me
"
